title,year,budget,revenue,runtime,vote_count,vote_average,popularity,wr,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Sisters,2015,30000000,105011053.0,118.0,593,5,13.799419,5.103490876128944,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paycheck,2003,60000000,96269812.0,119.0,594,5,12.571789,5.103390204070452,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
The Campaign,2012,0,104907746.0,85.0,594,5,7.581463,5.103390204070452,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Poseidon,2006,160000000,181674817.0,99.0,594,5,6.581669000000001,5.103390204070452,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The Switch,2010,19000000,49830607.0,101.0,599,5,5.6954080000000005,5.1028897674583025,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Piranha 3D,2010,24000000,83188165.0,88.0,599,5,8.212132,5.1028897674583025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Regression,2015,0,17671101.0,106.0,600,5,10.03628,5.1027902609133715,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Masterminds,2016,25000000,29200000.0,94.0,600,5,9.434588,5.1027902609133715,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Krampus,2015,15000000,61548707.0,98.0,601,5,15.553313000000001,5.102690946651619,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Broken City,2013,56000000,19701164.0,109.0,601,5,12.136158,5.102690946651619,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Couples Retreat,2009,70000000,171844840.0,113.0,601,5,15.152576999999999,5.102690946651619,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Vampire Academy,2014,0,0.0,104.0,603,5,12.227198,5.10249289275258,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Cable Guy,1996,47000000,102825796.0,96.0,603,5,7.586577,5.10249289275258,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The 6th Day,2000,82000000,96085477.0,123.0,603,5,8.413110000000001,5.10249289275258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Maggie,2015,4000000,187112.0,95.0,604,5,12.020933,5.102394152008117,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sinister 2,2015,10000000,52882018.0,97.0,605,5,17.602928,5.10229560133246,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Keeping Up with the Joneses,2016,40000000,29918745.0,105.0,608,5,9.48515,5.102001084246091,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Drive Angry,2011,50000000,28931401.0,105.0,608,5,7.668829,5.102001084246091,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Freddy vs. Jason,2003,30000000,114908830.0,97.0,608,5,14.015739000000002,5.102001084246091,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Box,2009,30000000,33333531.0,115.0,610,5,10.424946,5.101805679870139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
What to Expect When You're Expecting,2012,40000000,79700000.0,110.0,611,5,7.271503,5.101708258166915,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Conan the Barbarian,2011,90000000,48795021.0,113.0,612,5,10.949076,5.101611022738457,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Deep Blue Sea,1999,60000000,73648228.0,105.0,616,5,7.493614999999999,5.101223933128025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Surf's Up,2007,85000000,149044513.0,85.0,616,5,11.526339,5.101223933128025,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Doom,2005,60000000,55987321.0,105.0,619,5,11.953553,5.100935545854155,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Max Payne,2008,35000000,85416905.0,100.0,625,5,10.08043,5.100363673073112,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Get Him to the Greek,2010,40000000,90029656.0,109.0,626,5,7.33335,5.100268990362666,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hall Pass,2011,36000000,83160734.0,105.0,627,5,9.13273,5.1001744861304665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brick Mansions,2014,28000000,68896829.0,90.0,628,5,7.482958999999999,5.10008015987234,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Home Alone 3,1997,32000000,79082515.0,102.0,632,5,8.04209,5.099704624563251,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Stuart Little 2,2002,120000000,169956806.0,78.0,632,5,9.274909,5.099704624563251,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Oldboy,2013,30000000,4861022.0,104.0,632,5,7.882353,5.099704624563251,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Fun with Dick and Jane,2005,100000000,202026112.0,90.0,639,5,13.473381,5.099054175008785,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Signal,2014,4000000,600896.0,95.0,639,5,8.536786,5.099054175008785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
I Now Pronounce You Chuck & Larry,2007,85000000,186072214.0,115.0,640,5,6.645799,5.098961945795555,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Machete Kills,2013,12000000,15008161.0,107.0,642,5,9.251084,5.098778001658388,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ben-Hur,2016,100000000,94061311.0,125.0,642,5,11.51021,5.098778001658388,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Gothika,2003,40000000,141591324.0,98.0,643,5,10.939066,5.0986862857794115,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Legion,2010,26000000,67918658.0,100.0,643,5,13.795875,5.0986862857794115,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Judge Dredd,1995,90000000,113493481.0,96.0,643,5,8.184814999999999,5.0986862857794115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kindergarten Cop,1990,15000000,201957688.0,111.0,643,5,3.67003,5.0986862857794115,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Time Machine,2002,80000000,123729176.0,96.0,644,5,8.918134,5.098594740059764,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Hollow Man,2000,95000000,190213455.0,112.0,645,5,7.912103,5.098503364026344,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
The Ring Two,2005,50000000,161451538.0,110.0,646,5,16.158179999999998,5.098412157207802,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
Dead Man Down,2013,0,18074539.0,118.0,646,5,7.150388,5.098412157207802,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Evolution,2001,80000000,98376292.0,101.0,650,5,5.395127,5.09804901271626,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eat Pray Love,2010,60000000,204594016.0,133.0,655,5,15.904834,5.097598833594514,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Hot Pursuit,2015,35000000,51680201.0,87.0,659,5,6.90658,5.097241655795449,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mr. Deeds,2002,50000000,171269535.0,96.0,660,5,6.6743559999999995,5.097152769455599,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Starsky & Hutch,2004,60000000,170268750.0,101.0,661,5,10.776138000000001,5.097064045465229,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pride and Prejudice and Zombies,2016,28000000,16374328.0,108.0,662,5,7.954623,5.09697548337995,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Wild Card,2015,30000000,0.0,92.0,665,5,16.451228,5.0967107641350555,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Wild Hogs,2007,0,253625427.0,100.0,666,5,11.356011,5.096622845258569,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beauty and the Beast,2014,33000000,49100000.0,112.0,669,5,19.628834,5.096360045135471,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Push,2009,38000000,45465299.0,111.0,671,5,11.596222000000001,5.09618563781396,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automata,2014,7000000,0.0,110.0,677,5,13.973689000000002,5.095666183424326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Splice,2009,26000000,0.0,104.0,682,5,8.181407,5.095237571491421,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Paranormal Activity 3,2011,5000000,205703818.0,83.0,685,5,10.996308,5.094982242881525,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Babylon A.D.,2008,70000000,72108608.0,101.0,687,5,9.273808,5.0948127830369545,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Around the World in 80 Days,2004,110000000,72178895.0,120.0,687,5,7.8250720000000005,5.0948127830369545,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alvin and the Chipmunks: The Squeakquel,2009,75000000,443140005.0,88.0,688,5,9.909961000000001,5.094728279665263,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
The Dark Tower,2017,60000000,71000000.0,95.0,688,5,50.903593,5.094728279665263,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
Rocky V,1990,42000000,119946358.0,104.0,688,5,14.007329,5.094728279665263,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
House of Wax,2005,40000000,68766121.0,113.0,696,5,7.163099000000001,5.094057636977368,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Victor Frankenstein,2015,40000000,34227298.0,109.0,697,5,9.447808,5.093974473726282,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
I Know What You Did Last Summer,1997,17000000,125586134.0,100.0,698,5,7.4171570000000004,5.093891457406737,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
"I, Frankenstein",2014,65000000,71154592.0,92.0,701,5,9.415817,5.093643286153679,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Rambo III,1988,63000000,189015611.0,102.0,703,5,11.624866,5.093478566213214,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
Aloha,2015,37000000,26250020.0,105.0,704,5,8.451297,5.093396423360655,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Deliver Us from Evil,2014,30000000,0.0,118.0,705,5,8.536777,5.093314424744887,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Doctor Dolittle,1998,71000000,294456605.0,85.0,705,5,9.439079,5.093314424744887,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Flubber,1997,80000000,177977226.0,93.0,707,5,7.016942,5.093150858706771,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Priest,2011,60000000,78309131.0,87.0,710,5,8.259952,5.092906581979394,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
The Smurfs 2,2013,105000000,347434178.0,105.0,711,5,10.640864,5.092825440859761,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Ghosts of Girlfriends Past,2009,0,102223269.0,100.0,716,5,8.401492999999999,5.092421851986457,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
The Nutty Professor,1996,54000000,128769345.0,95.0,717,5,9.651581,5.092341554982125,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
Æon Flux,2005,62000000,52304001.0,93.0,717,5,12.201912,5.092341554982125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
101 Dalmatians,1996,54000000,320689294.0,103.0,722,5,11.470748,5.091942153792756,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Lockout,2012,20000000,32204030.0,95.0,722,5,8.772263,5.091942153792756,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
The Counselor,2013,25000000,71009334.0,117.0,724,5,14.723645999999999,5.091783359053909,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The Incredible Burt Wonderstone,2013,30000000,27437881.0,100.0,732,5,9.385769,5.091153627602424,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The SpongeBob Movie: Sponge Out of Water,2015,74000000,311594032.0,93.0,733,5,12.334689,5.091075518238583,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paranormal Activity 2,2010,3000000,177512032.0,91.0,734,5,7.388933,5.0909975426236524,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Ouija: Origin of Evil,2016,9000000,81705746.0,99.0,735,5,10.182974,5.090919700414393,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
New Year's Eve,2011,56000000,142044638.0,118.0,744,5,6.948817999999999,5.090225067728714,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
21 & Over,2013,13000000,48065672.0,93.0,748,5,11.293560000000001,5.089919737550276,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scream 3,2000,40000000,161834276.0,116.0,749,5,9.738371,5.089843727628424,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Killing Them Softly,2012,15000000,37930465.0,97.0,751,5,6.7773259999999995,5.089692092645086,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Change-Up,2011,52000000,75450437.0,112.0,753,5,6.9061449999999995,5.089540968647368,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Men Who Stare at Goats,2009,24000000,68729358.0,93.0,755,5,6.253083999999999,5.089390353056708,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Season of the Witch,2011,40000000,88100000.0,95.0,756,5,13.471159,5.089315235112963,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Saw: The Final Chapter,2010,20000000,136150434.0,90.0,758,5,16.626655,5.089165377335928,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Shallow Hal,2001,40000000,141069860.0,114.0,764,5,12.520688,5.088718806163961,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mad Max Beyond Thunderdome,1985,12305523,36230219.0,107.0,765,5,12.689648,5.0886448121638255,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
A Nightmare on Elm Street,2010,35000000,115664037.0,95.0,771,5,10.40191,5.088203427206992,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Mr. Popper's Penguins,2011,55000000,187361754.0,94.0,775,5,15.214342000000002,5.08791160445362,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Gamer,2009,50000000,40828540.0,95.0,778,5,9.730681,5.087694001472299,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Scary Movie 4,2006,45000000,178262620.0,83.0,779,5,13.096692,5.087621706335058,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
S.W.A.T.,2003,80000000,116643346.0,117.0,780,5,13.334952,5.087549530300186,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Killers,2010,75000000,98159963.0,100.0,792,5,6.540621,5.086692601781751,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Grimsby,2016,35000000,25182929.0,83.0,794,5,13.912531,5.086551408619239,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Point Break,2015,105000000,133718711.0,114.0,795,5,7.291872,5.08648098436487,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Along Came Polly,2004,42000000,171963386.0,90.0,795,5,15.725542,5.08648098436487,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Scorpion King,2002,60000000,165333180.0,92.0,802,5,9.488116999999999,5.085991205327206,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Paul Blart: Mall Cop,2009,26000000,183293131.0,91.0,807,5,13.003122,5.0856447459987315,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Triple 9,2016,20000000,12639297.0,115.0,812,5,12.892504,5.0853010672427175,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Into the Storm,2014,50000000,160602194.0,89.0,829,5,9.092925,5.084152913526861,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Devil,2010,10000000,33583175.0,80.0,836,5,7.094276,5.083689078570414,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Blackhat,2015,70000000,17752940.0,133.0,842,5,14.932367999999999,5.0832955562573865,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
The Brothers Grimm,2005,88000000,105316267.0,118.0,847,5,15.66148,5.082970436990184,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
The Break-Up,2006,52000000,204999686.0,106.0,851,5,6.327193,5.082712163256362,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Garfield,2004,50000000,200804534.0,80.0,851,5,10.003679,5.082712163256362,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Final Destination,2009,40000000,186167139.0,82.0,851,5,8.805723,5.082712163256362,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Scooby-Doo,2002,84000000,275650703.0,88.0,853,5,8.592825999999999,5.082583628426127,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Beowulf,2007,70000000,195735876.0,115.0,855,5,9.951195,5.082455492462704,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jennifer's Body,2009,16000000,31556061.0,100.0,858,5,13.483131,5.082264032340887,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Pacifier,2005,56000000,113006880.0,95.0,865,5,7.81645,5.081820731165839,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
National Lampoon’s Van Wilder,2002,5000000,38275483.0,92.0,867,5,7.668576,5.081694949872733,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Deep Impact,1998,75000000,140464664.0,120.0,870,5,11.644633,5.081507001368426,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Daddy's Home,2015,50000000,242786137.0,96.0,870,5,8.009226,5.081507001368426,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Bounty Hunter,2010,40000000,136000000.0,110.0,878,5,6.715263,5.081010007457642,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beastly,2011,17000000,43165571.0,86.0,878,5,7.364563,5.081010007457642,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Crank: High Voltage,2009,20000000,34560577.0,96.0,878,5,10.044642,5.081010007457642,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Next,2007,70000000,76066841.0,96.0,880,5,9.41746,5.0808867045543575,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Bride Wars,2009,30000000,114663461.0,89.0,884,5,8.33501,5.080641221384239,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Only God Forgives,2013,4800000,10337387.0,90.0,886,5,6.069475,5.080519037715474,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The Grudge,2004,10000000,183474602.0,92.0,889,5,9.740827000000001,5.080336454863511,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Final Destination 5,2011,47000000,157887643.0,92.0,892,5,12.912491000000001,5.0801546981783,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Spy Kids,2001,35000000,147934180.0,88.0,893,5,9.576744999999999,5.080094295240713,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Immortals,2011,75000000,226904017.0,110.0,898,5,10.363671,5.0797936409792985,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
The Watch,2012,68000000,68267862.0,98.0,899,5,13.276971,5.079733780783515,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mike and Dave Need Wedding Dates,2016,33000000,77068246.0,98.0,901,5,12.237571,5.079614329426536,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LOL,2012,11000000,0.0,97.0,905,5,10.005198,5.0793764972251125,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
The Legend of Zorro,2005,75000000,142400065.0,129.0,909,5,8.940007000000001,5.079140081745663,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
This Is 40,2012,35000000,88058786.0,134.0,909,5,11.418802000000001,5.079140081745663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hot Tub Time Machine,2010,36000000,64572262.0,101.0,911,5,11.967652000000001,5.079022401326711,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Hostel,2005,4800000,80578934.0,94.0,913,5,12.093928,5.078905070367057,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Poltergeist,2015,35000000,95437994.0,93.0,924,5,15.968492000000001,5.078265927676307,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Bedtime Stories,2008,80000000,212874442.0,99.0,924,5,10.739419,5.078265927676307,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
Charlie's Angels: Full Throttle,2003,120000000,259175788.0,106.0,930,5,7.821116,5.077921649402072,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"10,000 BC",2008,105000000,266000000.0,109.0,934,5,13.993770000000001,5.077693808321948,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Anger Management,2003,75000000,195745823.0,106.0,937,5,9.409379,5.07752379998864,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saw IV,2007,10000000,139352633.0,93.0,938,5,12.233863000000001,5.0774672957612434,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Tower Heist,2011,75000000,152930623.0,104.0,945,5,7.762917,5.077074060757379,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Three Musketeers,2011,75000000,132274484.0,110.0,945,5,6.303466,5.077074060757379,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Scary Movie 3,2003,48000000,220673217.0,84.0,948,5,11.142209,5.076906750929397,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
What Happens in Vegas,2008,35000000,170000000.0,99.0,949,5,10.054226,5.0768511422880875,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Alexander,2004,155000000,167298192.0,175.0,957,5,13.498641000000001,5.076409151534454,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
Red Riding Hood,2011,42000000,89162162.0,100.0,958,5,10.174298,5.076354259902605,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
Get Hard,2015,40000000,111811453.0,100.0,961,5,8.178015,5.076190057193137,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chicken Little,2005,150000000,314432665.0,81.0,974,5,18.584609,5.075486597858257,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pan,2015,150000000,128388320.0,111.0,979,5,11.30428,5.075219483216154,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Seventh Son,2014,95000000,114178613.0,102.0,980,5,15.297820999999999,5.0751662869762555,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hitman,2007,24000000,99965753.0,89.0,982,5,13.765241,5.075060119904255,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,135000000,245623848.0,112.0,984,5,13.047776,5.074954252316238,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Abduction,2011,35000000,82087155.0,106.0,987,5,10.512108999999999,5.074796009700512,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Austin Powers in Goldmember,2002,63000000,296655431.0,94.0,997,5,8.786653,5.074273326194567,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Stuart Little,1999,133000000,300135367.0,84.0,998,5,8.3595,5.074221459346666,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Final Destination 3,2006,25000000,117719158.0,93.0,1000,5,11.872997,5.074117942666964,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
The Circle,2017,18000000,20497844.0,110.0,1015,5,88.439243,5.073350676179728,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
Beautiful Creatures,2013,60000000,60052138.0,124.0,1017,5,20.485203,5.073249572559908,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Waterworld,1995,175000000,264218220.0,135.0,1017,5,16.885184,5.073249572559908,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scary Movie 2,2001,45000000,141220678.0,83.0,1019,5,10.869056,5.073148747270768,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wild Wild West,1999,170000000,222104681.0,106.0,1042,5,9.887602000000001,5.072008895517904,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Valentine's Day,2010,52000000,216485654.0,125.0,1043,5,7.466721000000001,5.07196014203414,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Final Destination 2,2003,26000000,90426405.0,90.0,1046,5,12.638573,5.071814276881369,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
The Angry Birds Movie,2016,73000000,349779543.0,97.0,1048,5,11.171927,5.071717361527953,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Journey 2: The Mysterious Island,2012,79000000,355692760.0,94.0,1050,5,9.46307,5.0716207074019035,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Day the Earth Stood Still,2008,80000000,233093859.0,104.0,1057,5,9.265322,5.071284459949313,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
You Don't Mess with the Zohan,2008,90000000,201596308.0,113.0,1068,5,13.116461,5.0707624033185255,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Godzilla,1998,130000000,379014294.0,139.0,1075,5,11.295121,5.070434148299818,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
